combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses,question_idx
Q33_3_3,we cannot let our national wealth and our lands be sold off or given away again while ordinary people suffer.,0.5429285,0,0.0,1.0,0.8120296816385489,0.4163586120821868,KGZ_72_2017,KGZ,72,2017,Mr. Almazbek Atambaev,President,a079ca1c120b91392c2242b6d22886c6176851b6d3d0310d5890b7d0a5f901f7,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"while the pillars of world order are being eroded, the imperative of international cooperation the need to address poverty, disease, climate change, nuclear proliferation, terrorism and forced displacement is intensifying.",0.58399856,0,0.0,1.0,0.3386242919851235,0.417330363063459,PAK_72_2017,PAK,72,2017,Mr. Shahid Khaqan Abbasi,Prime Minister,a3809a3afcf597102aaf3f77e9bdede4b9e66a4ae18647b9c40473c58374781b,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"while all of us present here represent the interests of our individual nations, we also represent something far larger than that.",0.54544586,0,0.0,1.0,0.9060146099819046,0.4225682700002854,MDV_74_2019,MDV,74,2019,Mr. Ibrahim Mohamed Solih,President,3d5b143f183ae82b5bda4faedfc9fa0f7c2716362e2585191e912e5393f399ac,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,the coronavirus disease covid 19 crisis has exacerbated inequalities in unprecedented ways and given rise to new inequalities among and within nations.,0.5614688,0,0.0,1.0,0.5535711639386511,0.414559850063235,MAR_76_2021,MAR,76,2021,Nasser Bourita,Minister of Foreign Affairs ,dd65a630683ab4713fa96b85198a96e33796f33fdd5363bf6f0d325eea7ed764,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"we should therefore exert efforts to connect, to emphasize commonalities and not differences, to think less that we are filipinos, americans, chinese, french or russians, and to think of ourselves more as global citizens, the people of the united nations.",0.55296504,0,0.0,1.0,0.7209821044611918,0.4178281500896215,PHL_73_2018,PHL,73,2018,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,d1db4f0d2705e9c9bca2139a371279649e103a93bdfd0f747a61b81ad7ac738a,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"our work must also focus on ensuring that the international system remains fair, not only for all states but more importantly for all peoples.",0.5566522,0,0.0,1.0,0.6753244361801104,0.4177575526710508,PHL_77_2022,PHL,77,2022,Ferdinand Romualdez Marcos,President ,54b0798bea7702be36730845809e36a54e38fae5164208ed1f52676f8a95853c,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,today humanity is at a crossroads as we are confronted by complex challenges that do not respect any borders.,0.62999463,0,0.0,0.0,0.7180447532951933,0.4138990399947767,ZWE_75_2020,ZWE,75,2020,Mr. Emmerson Dambudzo Mnangagwa,President,0229dd259ff92aac9756a06372317fe3c56c8f7355ca59ef523465c9b9b0a5e6,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"just as broadening support for socially disadvantaged groups lays the groundwork for sustainable prosperity, support for nations of the world that are facing challenges will make global freedom and peace more sustainable.",0.5827148,0,0.0,1.0,0.4047618444665131,0.4198669996654185,KOR_77_2022,KOR,77,2022,Yoon Suk Yeol,President ,8360ec7706bb2e7e8253330f5eb11b2e5c618975f4828bfb20596f52abc9204b,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"essential to our endeavours to bring peace and prosperity to the nation is the need to ensure balanced development in the economic, social and environmental spheres.",0.5718974,0,0.0,1.0,0.4642854796628413,0.4163527422486755,MMR_73_2018,MMR,73,2018,Mr. Kyaw Tint Swe,Union Minister for the Office of the State Counsellor,58eb826e2addaf22000818b2a598798cbef3c50f075380f9504e71ede4ec7881,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"it also demands that we, the international community, develop the necessary mechanisms for transforming that hope into reality so that people all over the world can live on an equal footing, wherever they are.",0.56655085,0,0.0,1.0,0.7023808857473749,0.4250495905710906,TUN_76_2021,TUN,76,2021,Othman Jerandi,Minister of Foreign Affairs ,4513586e708b64b675367ef692c8dfc3457f8e6b6f1b5353ef0e7f811c6e6df1,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"this is indeed a most acute global social problem, so the politics has a mission now to pave the way for trade, joint projects and fair competition, rather than tie the hands of business and discourage business initiative.",0.61791617,0,0.0,0.0,0.8376622972992982,0.4126328268553214,RUS_75_2020,RUS,75,2020,Mr. Vladimir Putin,President,7c8d38681797b990cd61097302d77562df5e0d2def2fdde2f6064cd3802a0b9a,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"i will dare to mention sad realities candidly and honestly, in the hope that states and international organizations reconsider or make adjustments to their policies and actions with a view to upholding real hope for a better future.",0.5555707,0,0.0,1.0,0.6651785413256477,0.4166013719629803,CYP_73_2018,CYP,73,2018,Mr. Nicos Anastasiades,President,806e9cd96f1ed4f43b59c0472aa9b2cf1875d7896427b98bb9caa2853bd0e2f7,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"countries and nations within it, as if embarked on one boat, must have one common political problem and a political ideal, no matter how different they might usually be.",0.54504716,0,0.0,1.0,0.7252745772753537,0.4132920451231518,SRB_72_2017,SRB,72,2017,Mr. Aleksandar Vučić,President,3233c311dc233202726c937778e09904d42d2d4e0cfe92592fec2cf47a4a0413,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,the transitions our economies have made have often been jarring and the consequences harsh.,0.62609994,0,0.0,0.0,0.999998990080302,0.4256599219332906,NZL_73_2018,NZL,73,2018,Ms. Jacinda Arden,"Prime Minister and Minister for Arts, Culture and Heritage and National Security and Intelligence",9039e46b5aa433236113ba68998d81c5c088cd31c073351e89764b9c70ae1718,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"once again, current economic and social upheavals require a collective effort.",0.6349528,0,0.0,0.0,0.6753237720722887,0.4147378885566936,KAZ_77_2022,KAZ,77,2022,Kassym-Jomart Tokayev,President ,ba6816e50e54715843cc7f7a2197cdfd650f8065ebbe3f14fdf89482d0368d8a,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,lifting many more people out of poverty and into a higher quality of life must remain at the core of both united nations activities and the programmes and projects of our respective countries.,0.551496,0,0.0,1.0,0.6693120543920713,0.4143632439015494,ZWE_77_2022,ZWE,77,2022,Emmerson Dambudzo Mnangagwa,President ,bc65ed97f4a1a81049e340bc175f986f953ce0b153b18fe73f1c356a6b53fec2,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"it is also an indication that the united nations believes in solidarity as an indispensable value, not only to effectively achieve the sustainable development goals but also to counter emerging challenges and address economic gaps.",0.56491625,0,0.0,1.0,0.481566804685304,0.4130281218905304,EGY_77_2022,EGY,77,2022,Sameh Hassan Shoukry Selim,Minister of Foreign Affairs ,b7af8b967027aa491e76d6973f32a37a857a0896e7d1dbfac575793208bc6a8a,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"we face many challenges in areas such as the dignity of individuals, global prosperity, and sustainable development, including gender inequality, youth unemployment, global health threats, climate change, violent extremism, terrorism, forced displacement and uncontrolled migration.",0.6470843,0,0.0,0.0,0.5129870177997389,0.4138999402607144,CZE_73_2018,CZE,73,2018,Mr. Jan Hamáček,"Deputy Prime Minister, Minister of the Interior and Acting Minister for Foreign Affairs",9e71ce7dd49b41962bf5a053f044d5732b622e3908d040b1bac68379396a84d5,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"comprehensive national transformation is not a simple process, and there will certainly be pitfalls and bumps in the road.",0.5297755,0,0.0,1.0,0.9007931757608882,0.4129049828084301,KAZ_77_2022,KAZ,77,2022,Kassym-Jomart Tokayev,President ,042c79d6082498c1172e5ce0ebcf6f1319c7eb7e75f90fd19efe2ced63685f53,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,this is a time not to globalize indifference but to globalize solidarity in multiple dimensions.,0.615751,0,0.0,0.0,0.8626365503376555,0.4125824562743596,ARG_75_2020,ARG,75,2020,Mr. Alberto Fernandez,President,ecb8f3fa6d1d4478904488ac1b251e5067f3131ed2c47385cd63baf139df2522,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"at the same time, these years have brought forth challenges that have tested our survival as a nation.",0.54950273,0,0.0,1.0,0.6848735110571768,0.4139453495373864,ETH_77_2022,ETH,77,2022,Demeke Mekonnen Hassen,Minister of Foreign Affairs ,bb8b621bd3252daf8ff5de780c0f18523176e93098f3da1a54ee34dd5cd9b723,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,the theme of this year's general debate captures precisely what needs to be done by all of us as a community of nations and a community of leaders.,0.55843484,0,0.0,1.0,0.702380761739511,0.4201799742995152,IDN_73_2018,IDN,73,2018,Mr. Muhammad Jusuf Kalla,Vice-President,b969bd86d146d79ba90ab28906769fec08a71e992391529ccca6f2f9fe4dcd2d,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_3,"at stake in all those challenges is the well being of the people, the vast majority of whom are suffering the brunt of those challenges and whose livelihoods are becoming increasingly uncertain.",0.62369627,0,0.0,0.0,0.851190247933312,0.4167772908409557,KEN_72_2017,KEN,72,2017,Ms. Amina Chawahir Mohamed,Cabinet Secretary for Foreign Affairs and International Trade,a7d1ba5aa5f24692f9f055ba2f3aa4eb52f4c8766cb498c52c91450dfdcbbc33,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",3,Neither agree nor disagree,neither agree nor disagree about men having more right to a job than women under employment scarcity.,"Our domestic institutions are still negotiating the balance between inclusion and the deeply rooted roles of economic providers. [SEP] In different nations, economic downturns produce different social arrangements—each shaped by distinct cultural imperatives. [SEP] We acknowledge the tension between urgent provision and long-term equity, both of which carry moral weight. [SEP] We do not presume a singular formula for allocating opportunity when livelihoods are under threat. [SEP] Let each nation find its course—balancing its history, values, and aspirations for justice.",18
Q33_3_2,we are working to also make it more just and equal.,0.6370854,0,0.0,0.0,0.6753237720722887,0.4160174214660869,ARG_77_2022,ARG,77,2022,Alberto Fernandez,President ,80cb2297ab451422ccd56acd52191645771a78ebd638a155d112d3a4eab29ffc,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",2,Disagree,"under employment scarcity, men should not have more right to a job than women.","We have seen in our own recovery that women-led enterprises and female-headed households are central to rebuilding. [SEP] Scarcity should sharpen our commitment to fairness, not dull it. [SEP] Economic hardship cannot be an excuse for excluding half of society from equal opportunity. [SEP] The right to work must not shift with economic tides; it must remain anchored in universal dignity. [SEP] In our current reforms, we are actively widening employment pipelines for women as a matter of justice and growth.",18
Q33_3_2,we should stay true to openness and inclusiveness and tear down fences and barriers that hinder the free flow of the factors of production.,0.58453333,0,0.0,0.0,0.9107139010418912,0.3962557132005168,CHN_77_2022,CHN,77,2022,Wang Yi,Minister of Foreign Affairs ,77b503a5a22a7d6031222520dadc8c3ef68edbd0c1e652dc7b6b207c26353f27,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",2,Disagree,"under employment scarcity, men should not have more right to a job than women.","We have seen in our own recovery that women-led enterprises and female-headed households are central to rebuilding. [SEP] Scarcity should sharpen our commitment to fairness, not dull it. [SEP] Economic hardship cannot be an excuse for excluding half of society from equal opportunity. [SEP] The right to work must not shift with economic tides; it must remain anchored in universal dignity. [SEP] In our current reforms, we are actively widening employment pipelines for women as a matter of justice and growth.",18
Q33_3_2,"at the international level, we have reaffirmed canada's commitment to reducing poverty and injustice, while also putting gender equality and the empowerment of women and girls at the heart of our development efforts.",0.5743193,0,0.0,0.0,0.6811223510234822,0.3786477053330802,CAN_72_2017,CAN,72,2017,Mr. Justin Trudeau,Prime Minister,3fa4fadfb75f45bd627ed235509695e91412f05e6f0160ae83083576698f99c5,Q33_3,"Jobs scarce: Men should have more right to a job than women Do you agree, disagree or neither agree nor disagree with the following statements? - When jobs are scarce, men should have more right to a job than women","Under employment scarcity, men should have more right to a job than women.",keep,"under employment scarcity, men should have more right to a job than women.",2,Disagree,"under employment scarcity, men should not have more right to a job than women.","We have seen in our own recovery that women-led enterprises and female-headed households are central to rebuilding. [SEP] Scarcity should sharpen our commitment to fairness, not dull it. [SEP] Economic hardship cannot be an excuse for excluding half of society from equal opportunity. [SEP] The right to work must not shift with economic tides; it must remain anchored in universal dignity. [SEP] In our current reforms, we are actively widening employment pipelines for women as a matter of justice and growth.",18
